work_id,mp_name,state,district,work_category,sanctioned_amount,released_amount,status,vendor,implementing_agency,ensemble_score,network_risk_flag,top_flag_reasons,flagged_by_model
MPLADS-103510,MP_GOA_4,Goa,South Goa,Road Construction/Repair,7234000,0,Recommended,Vendor Pvt Ltd 120,Implementing Agency 48,0.05831852197876486,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-104215,MP_JAM_3,Jammu & Kashmir,Srinagar,School Infrastructure,1217000,1165433,Completed,Vendor Pvt Ltd 97,Implementing Agency 11,0.05824105682099599,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-102890,MP_SIK_1,Sikkim,Gangtok,Community Hall Construction,6654000,6640193,Completed,Vendor Pvt Ltd 118,Implementing Agency 26,0.05822078094909821,0,"amount_zscore_in_category, days_rec_to_sanction, release_ratio",False
MPLADS-100286,MP_WES_1,West Bengal,Kolkata,Irrigation Facility,5472000,5424966,Completed,Vendor Pvt Ltd 7,Implementing Agency 43,0.05813494990465676,1,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-104136,MP_ODI_1,Odisha,Bhubaneswar,Road Construction/Repair,3784000,1389867,In Progress,Vendor Pvt Ltd 38,Implementing Agency 46,0.05812033925629692,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-103198,MP_CHA_1,Chandigarh,Chandigarh,Drinking Water Supply,759000,706219,In Progress,Vendor Pvt Ltd 13,Implementing Agency 4,0.058112321331108205,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-104357,MP_AND_1,Andaman & Nicobar Island,Nicobar,Drinking Water Supply,3443000,2514069,In Progress,Vendor Pvt Ltd 46,Implementing Agency 49,0.05810427994884346,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-102927,MP_MAD_3,Madhya Pradesh,Bhopal,Community Hall Construction,2291000,774747,In Progress,Vendor Pvt Ltd 85,Implementing Agency 28,0.058101899710716706,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-102983,MP_RAJ_4,Rajasthan,Udaipur,Anganwadi Center Construction,1706000,765420,In Progress,Vendor Pvt Ltd 113,Implementing Agency 43,0.05807490800295583,1,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-100443,MP_AND_2,Andhra Pradesh,Vijayawada,Drinking Water Supply,3417000,3298741,Completed,Vendor Pvt Ltd 29,Implementing Agency 42,0.05802593854435625,0,"days_rec_to_sanction, release_ratio, amount_zscore_in_category",False
MPLADS-101248,MP_CHA_2,Chandigarh,Chandigarh,School Infrastructure,1165000,0,Recommended,Vendor Pvt Ltd 50,Implementing Agency 28,0.058020317280161215,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-105766,MP_AND_1,Andaman & Nicobar Island,Port Blair,Health Facility Upgrade,3854000,1163784,In Progress,Vendor Pvt Ltd 39,Implementing Agency 45,0.05800991684110596,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104049,MP_UTT_2,Uttarakhand,Haridwar,Railway Halt Amenities,7431000,5066113,In Progress,Vendor Pvt Ltd 4,Implementing Agency 29,0.05800029947070123,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-100848,MP_LAK_2,Lakshadweep,Kavaratti,Drinking Water Supply,1341000,604159,In Progress,Vendor Pvt Ltd 81,Implementing Agency 50,0.0579995675600259,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101868,MP_LAK_3,Lakshadweep,Kavaratti,Road Construction/Repair,2469000,2230283,In Progress,Vendor Pvt Ltd 116,Implementing Agency 3,0.057992878048271815,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-102528,MP_PUD_4,Puducherry,Karaikal,Community Hall Construction,3571000,3529713,Completed,Vendor Pvt Ltd 72,Implementing Agency 42,0.05797603600385691,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-102487,MP_DAM_2,Daman & Diu,Diu,Railway Halt Amenities,5785000,0,Sanctioned,Vendor Pvt Ltd 26,Implementing Agency 17,0.05797273372353866,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-100984,MP_BIH_2,Bihar,Muzaffarpur,Irrigation Facility,6250000,0,Recommended,Vendor Pvt Ltd 102,Implementing Agency 57,0.0579146997819252,1,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-103377,MP_ASS_2,Assam,Guwahati,Library/Reading Room,1353000,0,Sanctioned,Vendor Pvt Ltd 87,Implementing Agency 19,0.05791377498969456,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-104289,MP_NCT_3,NCT of Delhi,New Delhi,Railway Halt Amenities,1303000,1280062,Completed,Vendor Pvt Ltd 53,Implementing Agency 37,0.05791022362923125,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-102711,MP_MEG_1,Meghalaya,Tura,CCTV Installation,568000,0,Sanctioned,Vendor Pvt Ltd 8,Implementing Agency 40,0.0579023576639841,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-104481,MP_ODI_1,Odisha,Cuttack,Community Hall Construction,1156000,736707,In Progress,Vendor Pvt Ltd 52,Implementing Agency 28,0.05786773593932035,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-105346,MP_HIM_3,Himachal Pradesh,Manali,Anganwadi Center Construction,1670000,0,Recommended,Vendor Pvt Ltd 20,Implementing Agency 2,0.0578093229579221,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-100612,MP_LAK_3,Lakshadweep,Kavaratti,Irrigation Facility,6412000,2225858,In Progress,Vendor Pvt Ltd 69,Implementing Agency 48,0.05778463068555502,0,"days_sanction_to_completion, release_ratio, amount_zscore_in_category",False
MPLADS-102089,MP_BIH_1,Bihar,Patna,Solar Power Installation,2097000,781911,In Progress,Vendor Pvt Ltd 69,Implementing Agency 58,0.05776066488254122,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-100742,MP_DAD_1,Dadara & Nagar Havelli,Silvassa,School Infrastructure,5279000,5018654,Completed,Vendor Pvt Ltd 101,Implementing Agency 58,0.05774888874823578,0,"amount_zscore_in_category, days_rec_to_sanction, release_ratio",False
MPLADS-102048,MP_RAJ_3,Rajasthan,Jaipur,Railway Halt Amenities,1548000,644459,In Progress,Vendor Pvt Ltd 74,Implementing Agency 8,0.0577487801770777,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-105708,MP_ARU_2,Arunanchal Pradesh,Tawang,Anganwadi Center Construction,1467000,0,Sanctioned,Vendor Pvt Ltd 48,Implementing Agency 26,0.057661884890548444,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102288,MP_ODI_3,Odisha,Bhubaneswar,Anganwadi Center Construction,481000,0,Recommended,Vendor Pvt Ltd 63,Implementing Agency 38,0.05765075114823915,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-100352,MP_PUD_2,Puducherry,Puducherry,Solar Power Installation,802000,350337,In Progress,Vendor Pvt Ltd 76,Implementing Agency 9,0.057643326696331355,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102503,MP_LAK_4,Lakshadweep,Kavaratti,Street Lighting,1036000,0,Recommended,Vendor Pvt Ltd 25,Implementing Agency 32,0.05763649311772629,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-104293,MP_GOA_4,Goa,North Goa,Library/Reading Room,467000,202477,In Progress,Vendor Pvt Ltd 21,Implementing Agency 23,0.0575850432345246,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-104095,MP_MAD_1,Madhya Pradesh,Indore,Community Hall Construction,4689000,4634074,Completed,Vendor Pvt Ltd 23,Implementing Agency 44,0.05758463510012701,0,"days_rec_to_sanction, release_ratio, desc_generic_flag",False
MPLADS-102896,MP_DAM_2,Daman & Diu,Diu,Railway Halt Amenities,4727000,4598866,Completed,Vendor Pvt Ltd 80,Implementing Agency 22,0.05755291557755973,0,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-101315,MP_KER_2,Kerala,Kochi,Irrigation Facility,2807000,0,Recommended,Vendor Pvt Ltd 17,Implementing Agency 52,0.057544591056895564,0,"release_ratio, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-104356,MP_GOA_3,Goa,South Goa,Irrigation Facility,1420000,662935,In Progress,Vendor Pvt Ltd 64,Implementing Agency 55,0.05753181057093748,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-104404,MP_TRI_2,Tripura,Agartala,Sanitation/Toilets,556000,182700,In Progress,Vendor Pvt Ltd 30,Implementing Agency 34,0.057523060120846924,0,"days_sanction_to_completion, release_ratio, amount_zscore_in_category",False
MPLADS-104887,MP_WES_4,West Bengal,Howrah,Irrigation Facility,6761000,6268147,Completed,Vendor Pvt Ltd 16,Implementing Agency 59,0.05751901498703877,0,"days_sanction_to_completion, release_ratio, amount_zscore_in_category",False
MPLADS-103130,MP_TRI_2,Tripura,Dharmanagar,Anganwadi Center Construction,776000,732549,Completed,Vendor Pvt Ltd 36,Implementing Agency 52,0.057487478000650793,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-104557,MP_DAD_1,Dadara & Nagar Havelli,Silvassa,Anganwadi Center Construction,509000,187955,In Progress,Vendor Pvt Ltd 16,Implementing Agency 33,0.05748246142900232,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-100635,MP_PUD_3,Puducherry,Karaikal,Irrigation Facility,4784000,0,Recommended,Vendor Pvt Ltd 78,Implementing Agency 15,0.05748033159580445,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-103220,MP_KAR_1,Karnataka,Mysuru,Library/Reading Room,2253000,2075367,Completed,Vendor Pvt Ltd 54,Implementing Agency 27,0.05746736846548873,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-104937,MP_RAJ_4,Rajasthan,Jaipur,Library/Reading Room,432000,413627,Completed,Vendor Pvt Ltd 53,Implementing Agency 41,0.05746597921679625,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-101425,MP_AND_1,Andhra Pradesh,Visakhapatnam,Drinking Water Supply,4147000,2407541,In Progress,Vendor Pvt Ltd 49,Implementing Agency 56,0.05744970366159596,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104424,MP_PUD_3,Puducherry,Karaikal,Solar Power Installation,1087000,1080330,Completed,Vendor Pvt Ltd 17,Implementing Agency 40,0.05744273334421976,0,"amount_zscore_in_category, release_ratio, days_rec_to_sanction",False
MPLADS-102458,MP_MIZ_3,Mizoram,Aizawl,Solar Power Installation,737000,724233,Completed,Vendor Pvt Ltd 89,Implementing Agency 30,0.057415751641122705,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-105496,MP_TAM_2,Tamil Nadu,Chennai,Railway Halt Amenities,2935000,2877741,Completed,Vendor Pvt Ltd 30,Implementing Agency 48,0.05738499299824109,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-101424,MP_MAN_2,Manipur,Imphal,Railway Halt Amenities,1342000,1148964,In Progress,Vendor Pvt Ltd 113,Implementing Agency 55,0.05736637151405369,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-103326,MP_GOA_2,Goa,North Goa,Street Lighting,624000,609276,Completed,Vendor Pvt Ltd 79,Implementing Agency 25,0.057359031196913844,0,"days_sanction_to_completion, release_ratio, amount_zscore_in_category",False
MPLADS-103221,MP_CHA_2,Chandigarh,Chandigarh,Sports Infrastructure,1390000,0,Sanctioned,Vendor Pvt Ltd 109,Implementing Agency 26,0.05732973501966785,0,"release_ratio, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-101461,MP_ASS_2,Assam,Silchar,Railway Halt Amenities,8473000,3558217,In Progress,Vendor Pvt Ltd 30,Implementing Agency 27,0.057325908213595976,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-105746,MP_PUD_1,Puducherry,Karaikal,CCTV Installation,1452000,0,Recommended,Vendor Pvt Ltd 28,Implementing Agency 43,0.05730796247145599,1,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-100870,MP_HIM_1,Himachal Pradesh,Manali,Anganwadi Center Construction,1531000,634535,In Progress,Vendor Pvt Ltd 78,Implementing Agency 43,0.05727105359155954,1,"days_rec_to_sanction, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-104806,MP_ODI_4,Odisha,Bhubaneswar,CCTV Installation,2385000,1880749,In Progress,Vendor Pvt Ltd 95,Implementing Agency 55,0.05726536365613046,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-103123,MP_JAM_2,Jammu & Kashmir,Jammu,Railway Halt Amenities,5454000,5290290,Completed,Vendor Pvt Ltd 3,Implementing Agency 44,0.057239894628507114,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-100598,MP_KAR_2,Karnataka,Belagavi,Sports Infrastructure,2678000,2645175,Completed,Vendor Pvt Ltd 104,Implementing Agency 41,0.057221464294683104,0,"release_ratio, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-101007,MP_JAM_4,Jammu & Kashmir,Jammu,School Infrastructure,3056000,1825839,In Progress,Vendor Pvt Ltd 15,Implementing Agency 6,0.05721702879169234,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102454,MP_PUN_2,Punjab,Ludhiana,Drinking Water Supply,806000,0,Recommended,Vendor Pvt Ltd 108,Implementing Agency 23,0.057162517144251246,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-105467,MP_RAJ_3,Rajasthan,Jodhpur,Health Facility Upgrade,6306000,2782133,In Progress,Vendor Pvt Ltd 95,Implementing Agency 14,0.05714258306435851,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-101980,MP_MEG_2,Meghalaya,Tura,Anganwadi Center Construction,1219000,0,Sanctioned,Vendor Pvt Ltd 56,Implementing Agency 2,0.05708431354009702,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-104284,MP_AND_1,Andaman & Nicobar Island,Port Blair,Library/Reading Room,994000,383713,In Progress,Vendor Pvt Ltd 99,Implementing Agency 1,0.057065766095338116,0,"days_rec_to_sanction, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-103827,MP_PUN_4,Punjab,Ludhiana,Health Facility Upgrade,1010000,883457,In Progress,Vendor Pvt Ltd 108,Implementing Agency 56,0.057054938811893156,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-103797,MP_GOA_1,Goa,North Goa,CCTV Installation,2241000,2123667,Completed,Vendor Pvt Ltd 116,Implementing Agency 10,0.05704737723280143,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-105659,MP_PUN_3,Punjab,Ludhiana,Anganwadi Center Construction,402000,367400,In Progress,Vendor Pvt Ltd 71,Implementing Agency 40,0.05704410086351849,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-101889,MP_AND_2,Andhra Pradesh,Vijayawada,Road Construction/Repair,8636000,0,Recommended,Vendor Pvt Ltd 16,Implementing Agency 29,0.05703784179494707,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103125,MP_HAR_4,Haryana,Gurugram,Railway Halt Amenities,2144000,2026958,Completed,Vendor Pvt Ltd 46,Implementing Agency 6,0.0570192032865272,0,"days_rec_to_sanction, amount_zscore_in_category, release_ratio",False
MPLADS-102496,MP_DAM_2,Daman & Diu,Daman,Library/Reading Room,409000,196779,In Progress,Vendor Pvt Ltd 18,Implementing Agency 18,0.057005452571987164,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-101256,MP_RAJ_3,Rajasthan,Udaipur,School Infrastructure,4109000,0,Sanctioned,Vendor Pvt Ltd 46,Implementing Agency 25,0.05698958176115613,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-101505,MP_GOA_1,Goa,North Goa,Street Lighting,1821000,1252896,In Progress,Vendor Pvt Ltd 12,Implementing Agency 28,0.05697077875063389,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-101905,MP_ASS_1,Assam,Guwahati,Street Lighting,1363000,722642,In Progress,Vendor Pvt Ltd 118,Implementing Agency 33,0.05695549324773105,0,"days_rec_to_sanction, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-100446,MP_LAK_3,Lakshadweep,Kavaratti,Library/Reading Room,2188000,0,Sanctioned,Vendor Pvt Ltd 87,Implementing Agency 20,0.05694525938142957,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-100702,MP_MEG_2,Meghalaya,Tura,Sports Infrastructure,3373000,3137457,Completed,Vendor Pvt Ltd 1,Implementing Agency 13,0.05693679968947665,1,"days_rec_to_sanction, release_ratio, days_sanction_to_completion",False
MPLADS-100386,MP_MAD_1,Madhya Pradesh,Indore,Sports Infrastructure,4432000,0,Recommended,Vendor Pvt Ltd 88,Implementing Agency 52,0.05679534274156027,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101180,MP_TRI_4,Tripura,Agartala,School Infrastructure,3992000,3791909,Completed,Vendor Pvt Ltd 17,Implementing Agency 18,0.05678028936467419,0,"days_rec_to_sanction, release_ratio, desc_generic_flag",False
MPLADS-101193,MP_MAN_3,Manipur,Thoubal,Street Lighting,450000,162328,In Progress,Vendor Pvt Ltd 12,Implementing Agency 55,0.05673765958358567,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-105247,MP_ODI_2,Odisha,Cuttack,Anganwadi Center Construction,425000,415305,Completed,Vendor Pvt Ltd 15,Implementing Agency 5,0.05671156262704427,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-105818,MP_MEG_2,Meghalaya,Tura,Solar Power Installation,3127000,2963359,Completed,Vendor Pvt Ltd 58,Implementing Agency 48,0.056704407360478805,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-105255,MP_ODI_3,Odisha,Bhubaneswar,Railway Halt Amenities,6543000,6331863,Completed,Vendor Pvt Ltd 46,Implementing Agency 41,0.05668569312017622,0,"release_ratio, amount_zscore_in_category, desc_generic_flag",False
MPLADS-102695,MP_SIK_1,Sikkim,Gangtok,Irrigation Facility,3701000,0,Sanctioned,Vendor Pvt Ltd 57,Implementing Agency 5,0.05667717689076432,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-101383,MP_LAK_3,Lakshadweep,Kavaratti,Road Construction/Repair,1167000,1116917,Completed,Vendor Pvt Ltd 73,Implementing Agency 12,0.05667703462928213,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-105105,MP_RAJ_4,Rajasthan,Jaipur,School Infrastructure,5010000,1595387,In Progress,Vendor Pvt Ltd 3,Implementing Agency 38,0.05662835316202055,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
