work_id,mp_name,house,state,constituency,district,work_category,work_description,is_sc_st_area,sanctioned_amount,released_amount,recommendation_date,sanction_date,completion_date,status,implementing_agency,vendor,photo_count,is_anomaly,anomaly_type
MPLADS-101019,MP_UTT_2,Rajya Sabha,Uttar Pradesh,Uttar Pradesh (RS),Agra,Community Hall Construction,Providing Community Hall Construction for public use at Agra,False,4191000,3976576,2024-02-20,2024-04-20,2025-04-05,Completed,Implementing Agency 22,Vendor Pvt Ltd 82,5,False,
MPLADS-100970,MP_TAM_1,Rajya Sabha,Tamil Nadu,Tamil Nadu (RS),Chennai,Anganwadi Center Construction,Installation of Anganwadi Center Construction in ward area Chennai,False,1346000,1292389,2023-12-30,2024-01-11,2024-05-15,Completed,Implementing Agency 55,Vendor Pvt Ltd 89,0,False,
MPLADS-101326,MP_AND_1,Lok Sabha,Andaman & Nicobar Island,Andaman & Nicobar Island PC-1,Port Blair,Irrigation Facility,Construction of Irrigation Facility at Port Blair,False,6426000,0,2023-08-03,2023-08-24,,Sanctioned,Implementing Agency 2,Vendor Pvt Ltd 69,1,False,
MPLADS-103333,MP_ODI_1,Lok Sabha,Odisha,Odisha PC-1,Cuttack,Health Facility Upgrade,Upgradation of Health Facility Upgrade facility in Cuttack,False,5633000,1922903,2024-06-25,2024-07-28,,In Progress,Implementing Agency 38,Vendor Pvt Ltd 55,0,False,
MPLADS-100475,MP_UTT_4,Lok Sabha,Uttarakhand,Uttarakhand PC-4,Dehradun,Library/Reading Room,Installation of Library/Reading Room in ward area Dehradun,False,2171000,0,2024-08-18,2024-09-19,,Sanctioned,Implementing Agency 6,Vendor Pvt Ltd 100,4,False,
MPLADS-102810,MP_UTT_1,Rajya Sabha,Uttar Pradesh,Uttar Pradesh (RS),Meerut,Anganwadi Center Construction,Repair and renovation of Anganwadi Center Construction at Meerut,True,1316000,911918,2023-06-06,2023-07-07,,In Progress,Implementing Agency 18,Vendor Pvt Ltd 76,2,False,
MPLADS-105608,MP_TEL_1,Rajya Sabha,Telangana,Telangana (RS),Hyderabad,Irrigation Facility,Construction of Irrigation Facility at Hyderabad,False,3094000,3062012,2024-03-20,2024-05-17,2024-08-20,Completed,Implementing Agency 5,Vendor Pvt Ltd 43,1,False,
MPLADS-101651,MP_RAJ_5,Lok Sabha,Rajasthan,Rajasthan PC-5,Jodhpur,School Infrastructure,Providing School Infrastructure for public use at Jodhpur,False,2692000,2231496,2023-11-20,2024-01-20,,In Progress,Implementing Agency 22,Vendor Pvt Ltd 26,0,False,
MPLADS-105569,MP_JHA_1,Rajya Sabha,Jharkhand,Jharkhand (RS),Ranchi,Road Construction/Repair,Installation of Road Construction/Repair in ward area Ranchi,False,4115000,3901476,2023-04-29,2023-06-17,2024-03-09,Completed,Implementing Agency 53,Vendor Pvt Ltd 30,3,False,
MPLADS-105121,MP_ARU_1,Rajya Sabha,Arunanchal Pradesh,Arunanchal Pradesh (RS),Itanagar,Library/Reading Room,Upgradation of Library/Reading Room facility in Itanagar,False,973000,811698,2023-09-20,2023-10-16,,In Progress,Implementing Agency 48,Vendor Pvt Ltd 97,2,False,
MPLADS-102528,MP_PUD_4,Lok Sabha,Puducherry,Puducherry PC-4,Karaikal,Community Hall Construction,Providing Community Hall Construction for public use at Karaikal,False,3571000,3529713,2024-02-07,2024-03-23,2024-10-16,Completed,Implementing Agency 42,Vendor Pvt Ltd 72,4,False,
MPLADS-103691,MP_GOA_4,Lok Sabha,Goa,Goa PC-4,South Goa,Irrigation Facility,Installation of Irrigation Facility in ward area South Goa,False,2556000,0,2024-08-17,2024-09-02,,Sanctioned,Implementing Agency 56,Vendor Pvt Ltd 53,3,False,
MPLADS-104509,MP_KER_1,Lok Sabha,Kerala,Kerala PC-1,Thiruvananthapuram,School Infrastructure,Providing School Infrastructure for public use at Thiruvananthapuram,False,4784000,0,2024-05-16,2024-06-16,,Recommended,Implementing Agency 27,Vendor Pvt Ltd 46,1,False,
MPLADS-104086,MP_ODI_2,Rajya Sabha,Odisha,Odisha (RS),Cuttack,CCTV Installation,Providing CCTV Installation for public use at Cuttack,False,547000,508444,2024-07-16,2024-08-02,2024-10-03,Completed,Implementing Agency 22,Vendor Pvt Ltd 38,3,False,
MPLADS-101373,MP_DAD_2,Lok Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli PC-2,Silvassa,Library/Reading Room,Installation of Library/Reading Room in ward area Silvassa,False,2381000,1206657,2023-08-24,2023-09-20,,In Progress,Implementing Agency 2,Vendor Pvt Ltd 32,3,False,
MPLADS-100739,MP_ODI_3,Lok Sabha,Odisha,Odisha PC-3,Cuttack,Solar Power Installation,Upgradation of Solar Power Installation facility in Cuttack,False,2539000,927758,2024-04-25,2024-05-06,,In Progress,Implementing Agency 14,Vendor Pvt Ltd 85,0,False,
MPLADS-104608,MP_RAJ_5,Lok Sabha,Rajasthan,Rajasthan PC-5,Jodhpur,CCTV Installation,Upgradation of CCTV Installation facility in Jodhpur,True,1917000,1815334,2024-06-18,2024-07-14,2024-09-09,Completed,Implementing Agency 49,Vendor Pvt Ltd 91,4,False,
MPLADS-105802,MP_BIH_2,Lok Sabha,Bihar,Bihar PC-2,Bhagalpur,Sanitation/Toilets,Providing Sanitation/Toilets for public use at Bhagalpur,False,367000,0,2024-06-19,2024-07-02,,Sanctioned,Implementing Agency 10,Vendor Pvt Ltd 88,2,False,
MPLADS-100867,MP_WES_4,Rajya Sabha,West Bengal,West Bengal (RS),Darjeeling,School Infrastructure,Installation of School Infrastructure in ward area Darjeeling,True,1648000,1578279,2024-08-16,2024-09-11,2025-02-28,Completed,Implementing Agency 26,Vendor Pvt Ltd 57,4,False,
MPLADS-102974,MP_UTT_2,Rajya Sabha,Uttar Pradesh,Uttar Pradesh (RS),Lucknow,Community Hall Construction,Construction of Community Hall Construction at Lucknow,True,3783000,2811605,2023-05-03,2023-06-13,,In Progress,Implementing Agency 58,Vendor Pvt Ltd 111,0,False,
MPLADS-101140,MP_JAM_1,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Srinagar,Sanitation/Toilets,Providing Sanitation/Toilets for public use at Srinagar,False,240000,238664,2024-04-22,2024-05-03,2024-09-22,Completed,Implementing Agency 23,Vendor Pvt Ltd 112,4,False,
MPLADS-100997,MP_DAD_2,Lok Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli PC-2,Silvassa,Drinking Water Supply,Repair and renovation of Drinking Water Supply at Silvassa,False,4055000,3796341,2024-02-07,2024-03-19,2024-11-02,Completed,Implementing Agency 14,Vendor Pvt Ltd 24,1,False,
MPLADS-101337,MP_UTT_3,Lok Sabha,Uttarakhand,Uttarakhand PC-3,Dehradun,Irrigation Facility,Construction of Irrigation Facility at Dehradun,True,3899000,3648710,2024-01-16,2024-03-13,2024-05-04,Completed,Implementing Agency 34,Vendor Pvt Ltd 28,4,False,
MPLADS-100541,MP_GOA_4,Lok Sabha,Goa,Goa PC-4,South Goa,School Infrastructure,Construction of School Infrastructure at South Goa,False,2022000,0,2024-09-04,2024-09-23,,Recommended,Implementing Agency 24,Vendor Pvt Ltd 65,1,False,
MPLADS-101099,MP_GOA_1,Lok Sabha,Goa,Goa PC-1,North Goa,Drinking Water Supply,Construction of Drinking Water Supply at North Goa,False,2538000,2326398,2023-04-15,2023-05-22,,In Progress,Implementing Agency 13,Vendor Pvt Ltd 88,3,False,
MPLADS-101132,MP_AND_1,Lok Sabha,Andaman & Nicobar Island,Andaman & Nicobar Island PC-1,Port Blair,Library/Reading Room,Installation of Library/Reading Room in ward area Port Blair,False,648000,0,2023-07-09,2023-09-04,,Recommended,Implementing Agency 45,Vendor Pvt Ltd 54,1,False,
MPLADS-105816,MP_TRI_4,Lok Sabha,Tripura,Tripura PC-4,Dharmanagar,Anganwadi Center Construction,Installation of Anganwadi Center Construction in ward area Dharmanagar,False,1361000,1264667,2023-05-16,2023-06-17,2023-10-29,Completed,Implementing Agency 20,Vendor Pvt Ltd 101,6,False,
MPLADS-105927,MP_MAD_2,Lok Sabha,Madhya Pradesh,Madhya Pradesh PC-2,Bhopal,Anganwadi Center Construction,Construction of Anganwadi Center Construction at Bhopal,False,1533000,0,2023-10-24,2023-11-23,,Recommended,Implementing Agency 37,Vendor Pvt Ltd 25,0,False,
MPLADS-102258,MP_RAJ_2,Lok Sabha,Rajasthan,Rajasthan PC-2,Jaipur,Sports Infrastructure,Repair and renovation of Sports Infrastructure at Jaipur,True,1030000,960773,2024-03-17,2024-03-25,2024-05-24,Completed,Implementing Agency 60,Vendor Pvt Ltd 68,7,False,
MPLADS-105973,MP_NCT_1,Lok Sabha,NCT of Delhi,NCT of Delhi PC-1,New Delhi,Street Lighting,Upgradation of Street Lighting facility in New Delhi,False,1574000,984185,2023-10-02,2023-10-25,,In Progress,Implementing Agency 24,Vendor Pvt Ltd 25,2,False,
MPLADS-102962,MP_BIH_1,Lok Sabha,Bihar,Bihar PC-1,Gaya,Sports Infrastructure,Upgradation of Sports Infrastructure facility in Gaya,True,3228000,2038079,2023-09-05,2023-11-03,,In Progress,Implementing Agency 21,Vendor Pvt Ltd 114,2,False,
MPLADS-100059,MP_GOA_4,Lok Sabha,Goa,Goa PC-4,North Goa,Anganwadi Center Construction,Construction of Anganwadi Center Construction at North Goa,False,348000,329920,2023-05-12,2023-06-16,2024-01-06,Completed,Implementing Agency 16,Vendor Pvt Ltd 26,4,False,
MPLADS-103259,MP_ASS_2,Lok Sabha,Assam,Assam PC-2,Guwahati,Road Construction/Repair,Repair and renovation of Road Construction/Repair at Guwahati,False,8277000,7739963,2023-11-10,2024-01-13,,In Progress,Implementing Agency 27,Vendor Pvt Ltd 77,0,False,
MPLADS-104083,MP_DAM_1,Rajya Sabha,Daman & Diu,Daman & Diu (RS),Daman,Sports Infrastructure,Repair and renovation of Sports Infrastructure at Daman,False,1717000,1580160,2024-08-06,2024-08-13,2025-04-03,Completed,Implementing Agency 59,Vendor Pvt Ltd 33,2,False,
MPLADS-101938,MP_MAD_2,Lok Sabha,Madhya Pradesh,Madhya Pradesh PC-2,Bhopal,School Infrastructure,Providing School Infrastructure for public use at Bhopal,False,3582000,0,2024-01-12,2024-02-13,,Sanctioned,Implementing Agency 16,Vendor Pvt Ltd 86,1,False,
MPLADS-103650,MP_NCT_1,Lok Sabha,NCT of Delhi,NCT of Delhi PC-1,North Delhi,Drinking Water Supply,Repair and renovation of Drinking Water Supply at North Delhi,False,1195000,1146150,2024-08-06,2024-10-26,2025-02-24,Completed,Implementing Agency 18,Vendor Pvt Ltd 86,4,False,
MPLADS-105923,MP_MAH_1,Rajya Sabha,Maharashtra,Maharashtra (RS),Aurangabad,Solar Power Installation,Construction of Solar Power Installation at Aurangabad,False,2129000,815669,2023-07-16,2023-08-25,,In Progress,Implementing Agency 58,Vendor Pvt Ltd 56,1,False,
MPLADS-103395,MP_TRI_4,Lok Sabha,Tripura,Tripura PC-4,Agartala,Solar Power Installation,Construction of Solar Power Installation at Agartala,False,1834000,767226,2023-08-10,2023-09-04,,In Progress,Implementing Agency 3,Vendor Pvt Ltd 104,1,False,
MPLADS-102813,MP_BIH_1,Lok Sabha,Bihar,Bihar PC-1,Gaya,Community Hall Construction,Installation of Community Hall Construction in ward area Gaya,False,7950000,7943164,2023-07-31,2023-10-03,2023-12-19,Completed,Implementing Agency 4,Vendor Pvt Ltd 40,2,False,
MPLADS-105996,MP_HAR_1,Lok Sabha,Haryana,Haryana PC-1,Gurugram,Street Lighting,Installation of Street Lighting in ward area Gurugram,False,427000,0,2023-04-08,2023-06-01,,Sanctioned,Implementing Agency 35,Vendor Pvt Ltd 22,1,False,
MPLADS-105656,MP_LAK_4,Lok Sabha,Lakshadweep,Lakshadweep PC-4,Kavaratti,Community Hall Construction,Providing Community Hall Construction for public use at Kavaratti,False,4124000,3960096,2024-03-24,2024-05-19,2024-08-03,Completed,Implementing Agency 13,Vendor Pvt Ltd 11,2,False,
MPLADS-101078,MP_CHA_2,Rajya Sabha,Chandigarh,Chandigarh (RS),Chandigarh,CCTV Installation,Installation of CCTV Installation in ward area Chandigarh,False,2395000,0,2024-02-06,2024-03-23,,Recommended,Implementing Agency 7,Vendor Pvt Ltd 87,1,False,
MPLADS-104532,MP_HIM_2,Lok Sabha,Himachal Pradesh,Himachal Pradesh PC-2,Manali,Drinking Water Supply,Providing Drinking Water Supply for public use at Manali,False,971000,899615,2023-12-20,2024-02-14,2024-04-25,Completed,Implementing Agency 3,Vendor Pvt Ltd 50,1,False,
MPLADS-105831,MP_NCT_2,Lok Sabha,NCT of Delhi,NCT of Delhi PC-2,South Delhi,Solar Power Installation,Installation of Solar Power Installation in ward area South Delhi,False,1856000,1724468,2023-11-01,2023-11-27,,In Progress,Implementing Agency 29,Vendor Pvt Ltd 10,1,False,
MPLADS-104272,MP_MEG_3,Lok Sabha,Meghalaya,Meghalaya PC-3,Shillong,Sports Infrastructure,Repair and renovation of Sports Infrastructure at Shillong,False,1677000,922303,2023-12-27,2024-01-17,,In Progress,Implementing Agency 39,Vendor Pvt Ltd 105,0,False,
MPLADS-104283,MP_JAM_1,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Srinagar,Community Hall Construction,Repair and renovation of Community Hall Construction at Srinagar,True,6261000,6126996,2023-08-13,2023-08-30,2023-10-19,Completed,Implementing Agency 27,Vendor Pvt Ltd 92,2,False,
MPLADS-105099,MP_NCT_3,Lok Sabha,NCT of Delhi,NCT of Delhi PC-3,New Delhi,Railway Halt Amenities,Upgradation of Railway Halt Amenities facility in New Delhi,True,4450000,3181902,2023-12-02,2024-01-09,,In Progress,Implementing Agency 42,Vendor Pvt Ltd 91,2,False,
MPLADS-102630,MP_WES_3,Lok Sabha,West Bengal,West Bengal PC-3,Howrah,Library/Reading Room,Repair and renovation of Library/Reading Room at Howrah,False,2499000,2459243,2023-10-29,2024-01-10,2024-05-14,Completed,Implementing Agency 33,Vendor Pvt Ltd 79,2,False,
MPLADS-104801,MP_MAN_1,Rajya Sabha,Manipur,Manipur (RS),Thoubal,Sanitation/Toilets,Repair and renovation of Sanitation/Toilets at Thoubal,False,599000,466652,2024-06-25,2024-10-20,,In Progress,Implementing Agency 29,Vendor Pvt Ltd 17,0,False,
MPLADS-103524,MP_ASS_2,Lok Sabha,Assam,Assam PC-2,Silchar,CCTV Installation,Construction of CCTV Installation at Silchar,False,2205000,1258964,2024-03-03,2024-03-21,,In Progress,Implementing Agency 3,Vendor Pvt Ltd 97,2,False,
MPLADS-103563,MP_GOA_3,Lok Sabha,Goa,Goa PC-3,South Goa,Street Lighting,Repair and renovation of Street Lighting at South Goa,False,468000,434338,2024-05-16,2024-07-17,2024-12-04,Completed,Implementing Agency 34,Vendor Pvt Ltd 56,5,False,
MPLADS-100940,MP_JAM_2,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Srinagar,Solar Power Installation,Upgradation of Solar Power Installation facility in Srinagar,True,977000,0,2024-04-25,2024-05-05,,Recommended,Implementing Agency 17,Vendor Pvt Ltd 23,0,False,
MPLADS-101080,MP_HIM_2,Lok Sabha,Himachal Pradesh,Himachal Pradesh PC-2,Shimla,Community Hall Construction,Construction of Community Hall Construction at Shimla,False,2639000,1908185,2023-06-11,2023-07-15,,In Progress,Implementing Agency 24,Vendor Pvt Ltd 67,2,False,
MPLADS-100187,MP_NCT_3,Lok Sabha,NCT of Delhi,NCT of Delhi PC-3,New Delhi,Solar Power Installation,Installation of Solar Power Installation in ward area New Delhi,True,2759000,0,2024-06-13,2024-08-21,,Recommended,Implementing Agency 23,Vendor Pvt Ltd 31,1,False,
MPLADS-103722,MP_GOA_1,Lok Sabha,Goa,Goa PC-1,North Goa,Road Construction/Repair,Repair and renovation of Road Construction/Repair at North Goa,False,1972000,1716620,2023-09-18,2023-10-06,,In Progress,Implementing Agency 11,Vendor Pvt Ltd 104,2,False,
MPLADS-105613,MP_LAK_3,Lok Sabha,Lakshadweep,Lakshadweep PC-3,Kavaratti,CCTV Installation,Repair and renovation of CCTV Installation at Kavaratti,False,1925000,1837501,2023-11-18,2024-01-22,2024-09-21,Completed,Implementing Agency 42,Vendor Pvt Ltd 101,3,False,
MPLADS-102085,MP_TEL_5,Rajya Sabha,Telangana,Telangana (RS),Hyderabad,Drinking Water Supply,Construction of Drinking Water Supply at Hyderabad,False,2802000,0,2023-10-28,2023-12-25,,Sanctioned,Implementing Agency 51,Vendor Pvt Ltd 29,0,False,
MPLADS-102249,MP_GOA_1,Lok Sabha,Goa,Goa PC-1,North Goa,Street Lighting,Installation of Street Lighting in ward area North Goa,False,304000,296673,2023-11-28,2024-02-16,2024-08-10,Completed,Implementing Agency 42,Vendor Pvt Ltd 11,4,False,
MPLADS-103688,MP_DAM_1,Rajya Sabha,Daman & Diu,Daman & Diu (RS),Daman,Irrigation Facility,Repair and renovation of Irrigation Facility at Daman,False,8234000,8014294,2024-03-10,2024-04-19,2024-08-21,Completed,Implementing Agency 31,Vendor Pvt Ltd 35,4,False,
MPLADS-105868,MP_LAK_4,Lok Sabha,Lakshadweep,Lakshadweep PC-4,Kavaratti,Railway Halt Amenities,Construction of Railway Halt Amenities at Kavaratti,True,7196000,5649204,2024-05-05,2024-09-26,,In Progress,Implementing Agency 54,Vendor Pvt Ltd 101,3,False,
MPLADS-102023,MP_JHA_2,Lok Sabha,Jharkhand,Jharkhand PC-2,Ranchi,Health Facility Upgrade,Installation of Health Facility Upgrade in ward area Ranchi,False,3800000,3677423,2023-12-13,2024-02-06,2024-09-18,Completed,Implementing Agency 59,Vendor Pvt Ltd 117,3,False,
MPLADS-103794,MP_UTT_1,Rajya Sabha,Uttar Pradesh,Uttar Pradesh (RS),Kanpur,Health Facility Upgrade,Construction of Health Facility Upgrade at Kanpur,False,5633000,2860974,2024-07-21,2024-09-27,,In Progress,Implementing Agency 48,Vendor Pvt Ltd 3,0,False,
MPLADS-101492,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,Drinking Water Supply,Repair and renovation of Drinking Water Supply at Kavaratti,False,3495000,0,2024-09-01,2024-12-07,,Sanctioned,Implementing Agency 55,Vendor Pvt Ltd 101,3,False,
MPLADS-104601,MP_DAD_4,Lok Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli PC-4,Silvassa,Irrigation Facility,Construction of Irrigation Facility at Silvassa,False,5251000,5236291,2023-05-11,2023-05-19,2023-06-22,Completed,Implementing Agency 31,Vendor Pvt Ltd 50,4,False,
MPLADS-104040,MP_TEL_1,Rajya Sabha,Telangana,Telangana (RS),Hyderabad,Irrigation Facility,Installation of Irrigation Facility in ward area Hyderabad,False,2646000,2013174,2023-06-03,2023-06-24,,In Progress,Implementing Agency 10,Vendor Pvt Ltd 21,1,False,
MPLADS-100226,MP_NCT_1,Lok Sabha,NCT of Delhi,NCT of Delhi PC-1,New Delhi,Sanitation/Toilets,Installation of Sanitation/Toilets in ward area New Delhi,False,1013000,721425,2023-06-15,2023-08-03,,In Progress,Implementing Agency 29,Vendor Pvt Ltd 98,0,False,
MPLADS-101013,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,Drinking Water Supply,Upgradation of Drinking Water Supply facility in Kavaratti,False,3151000,0,2023-07-13,2023-10-03,,Sanctioned,Implementing Agency 36,Vendor Pvt Ltd 84,0,False,
MPLADS-102583,MP_TAM_1,Rajya Sabha,Tamil Nadu,Tamil Nadu (RS),Madurai,Library/Reading Room,Upgradation of Library/Reading Room facility in Madurai,False,728000,0,2023-11-27,2023-12-21,,Recommended,Implementing Agency 18,Vendor Pvt Ltd 92,0,False,
MPLADS-101929,MP_AND_1,Lok Sabha,Andaman & Nicobar Island,Andaman & Nicobar Island PC-1,Port Blair,Community Hall Construction,Installation of Community Hall Construction in ward area Port Blair,False,1456000,1377126,2023-12-17,2023-12-29,2024-04-23,Completed,Implementing Agency 30,Vendor Pvt Ltd 120,1,False,
MPLADS-104215,MP_JAM_3,Lok Sabha,Jammu & Kashmir,Jammu & Kashmir PC-3,Srinagar,School Infrastructure,Upgradation of School Infrastructure facility in Srinagar,True,1217000,1165433,2023-05-02,2023-06-12,2023-12-14,Completed,Implementing Agency 11,Vendor Pvt Ltd 97,3,False,
MPLADS-105382,MP_AND_1,Lok Sabha,Andaman & Nicobar Island,Andaman & Nicobar Island PC-1,Nicobar,Health Facility Upgrade,Providing Health Facility Upgrade for public use at Nicobar,False,6970000,6571711,2024-08-28,2024-11-08,2025-03-18,Completed,Implementing Agency 33,Vendor Pvt Ltd 116,2,False,
MPLADS-101404,MP_RAJ_1,Lok Sabha,Rajasthan,Rajasthan PC-1,Jodhpur,Street Lighting,Repair and renovation of Street Lighting at Jodhpur,False,399000,369565,2024-02-05,2024-03-02,2024-05-24,Completed,Implementing Agency 5,Vendor Pvt Ltd 118,2,False,
MPLADS-102179,MP_TRI_5,Rajya Sabha,Tripura,Tripura (RS),Dharmanagar,Community Hall Construction,Construction of Community Hall Construction at Dharmanagar,False,4148000,3991857,2024-09-12,2024-11-27,2025-05-13,Completed,Implementing Agency 10,Vendor Pvt Ltd 111,0,False,
MPLADS-100697,MP_ODI_1,Lok Sabha,Odisha,Odisha PC-1,Bhubaneswar,Sports Infrastructure,Providing Sports Infrastructure for public use at Bhubaneswar,False,488000,459304,2024-04-03,2024-04-18,2024-06-27,Completed,Implementing Agency 6,Vendor Pvt Ltd 99,4,False,
MPLADS-101124,MP_SIK_2,Lok Sabha,Sikkim,Sikkim PC-2,Namchi,Street Lighting,Providing Street Lighting for public use at Namchi,False,818000,724856,2024-03-22,2024-04-04,,In Progress,Implementing Agency 32,Vendor Pvt Ltd 82,0,False,
MPLADS-103282,MP_NCT_1,Lok Sabha,NCT of Delhi,NCT of Delhi PC-1,North Delhi,Anganwadi Center Construction,Installation of Anganwadi Center Construction in ward area North Delhi,False,1301000,1198877,2023-08-10,2023-08-28,2023-10-11,Completed,Implementing Agency 12,Vendor Pvt Ltd 11,2,False,
MPLADS-103960,MP_GOA_2,Lok Sabha,Goa,Goa PC-2,North Goa,Drinking Water Supply,Installation of Drinking Water Supply in ward area North Goa,False,1527000,1047996,2023-05-14,2023-06-04,,In Progress,Implementing Agency 16,Vendor Pvt Ltd 5,1,False,
MPLADS-104110,MP_PUD_4,Lok Sabha,Puducherry,Puducherry PC-4,Puducherry,Library/Reading Room,Providing Library/Reading Room for public use at Puducherry,False,1366000,1321432,2024-03-21,2024-04-12,2024-12-30,Completed,Implementing Agency 49,Vendor Pvt Ltd 97,1,False,
